error_type,vis_now_10m,vis_tplus1_10m,station
FN,19.0,31.0,Sokcho
FN,199.0,90.0,Sokcho
FN,2179.0,58.0,Sokcho
FP,135.0,238.0,Sokcho
FP,156.0,378.0,Sokcho
FP,123.0,346.0,Sokcho
FN,374.0,57.0,Sokcho
FP,98.0,626.0,Sokcho
FP,110.0,144.0,Sokcho
FP,144.0,160.0,Sokcho
FP,113.0,471.0,Sokcho
FN,660.0,67.0,Sokcho
FP,67.0,224.0,Sokcho
FN,2206.0,99.0,Sokcho
FP,150.0,196.0,Sokcho
TP,125.0,22.0,Sokcho
FP,22.0,240.0,Sokcho
FP,158.0,176.0,Sokcho
FN,212.0,83.0,Sokcho
FP,137.0,140.0,Sokcho
FP,140.0,185.0,Sokcho
FP,159.0,170.0,Sokcho
FN,1190.0,35.0,Sokcho
FN,793.0,99.0,Sokcho
FP,153.0,497.0,Sokcho
FN,593.0,86.0,Seoul
FP,86.0,126.0,Seoul
TP,126.0,34.0,Seoul
FP,34.0,110.0,Seoul
FP,110.0,109.0,Seoul
FP,109.0,101.0,Seoul
FP,101.0,129.0,Seoul
TP,129.0,83.0,Seoul
TP,83.0,94.0,Seoul
TP,94.0,86.0,Seoul
FP,86.0,124.0,Seoul
FP,124.0,280.0,Seoul
FP,280.0,292.0,Seoul
FP,292.0,282.0,Seoul
FP,282.0,316.0,Seoul
FP,179.0,234.0,Seoul
FP,234.0,517.0,Seoul
FP,291.0,296.0,Seoul
FP,296.0,293.0,Seoul
FP,293.0,973.0,Seoul
TP,356.0,81.0,Seoul
TP,81.0,77.0,Seoul
TP,77.0,94.0,Seoul
FP,94.0,154.0,Seoul
FP,154.0,168.0,Seoul
FP,168.0,227.0,Seoul
TP,227.0,87.0,Seoul
TP,87.0,39.0,Seoul
TP,39.0,71.0,Seoul
TP,71.0,96.0,Seoul
TP,96.0,34.0,Seoul
FP,34.0,161.0,Seoul
TP,161.0,80.0,Seoul
TP,80.0,29.0,Seoul
TP,29.0,42.0,Seoul
TP,42.0,23.0,Seoul
TP,23.0,25.0,Seoul
FP,25.0,109.0,Seoul
TP,109.0,45.0,Seoul
FP,45.0,660.0,Seoul
FP,660.0,909.0,Seoul
FP,259.0,940.0,Seoul
FP,940.0,1233.0,Seoul
FP,274.0,373.0,Seoul
FP,373.0,388.0,Seoul
FP,388.0,380.0,Seoul
FP,380.0,277.0,Seoul
FP,277.0,599.0,Seoul
FP,599.0,275.0,Seoul
FP,275.0,159.0,Seoul
FP,159.0,445.0,Seoul
FP,445.0,937.0,Seoul
FP,997.0,1307.0,Seoul
FP,222.0,628.0,Seoul
FP,2000.0,2000.0,Seoul
FP,2000.0,2000.0,Seoul
FP,2000.0,1867.0,Seoul
TP,163.0,98.0,Seoul
TP,98.0,77.0,Seoul
FP,77.0,241.0,Seoul
FP,241.0,216.0,Seoul
FP,216.0,243.0,Seoul
FP,243.0,373.0,Seoul
FP,262.0,322.0,Seoul
FP,322.0,775.0,Seoul
FP,775.0,901.0,Seoul
FP,168.0,238.0,Seoul
FP,238.0,321.0,Seoul
FP,289.0,313.0,Seoul
FP,313.0,260.0,Seoul
FP,260.0,270.0,Seoul
FP,270.0,248.0,Seoul
FP,248.0,227.0,Seoul
FP,227.0,248.0,Seoul
FP,248.0,328.0,Seoul
FP,328.0,471.0,Seoul
FP,331.0,411.0,Seoul
FP,271.0,360.0,Seoul
FP,322.0,188.0,Seoul
FP,188.0,227.0,Seoul
FP,227.0,227.0,Seoul
FP,227.0,463.0,Seoul
FP,463.0,301.0,Seoul
FP,189.0,276.0,Seoul
FP,276.0,1501.0,Seoul
FP,281.0,353.0,Seoul
FP,353.0,375.0,Seoul
FP,172.0,360.0,Seoul
FP,218.0,288.0,Seoul
FP,288.0,1038.0,Seoul
FP,193.0,990.0,Seoul
FP,149.0,411.0,Seoul
FP,411.0,486.0,Seoul
FP,160.0,184.0,Seoul
FP,184.0,167.0,Seoul
FP,167.0,230.0,Seoul
FP,311.0,317.0,Seoul
FP,358.0,404.0,Seoul
FP,404.0,484.0,Seoul
FP,484.0,538.0,Seoul
FP,158.0,218.0,Seoul
FP,218.0,118.0,Seoul
FP,118.0,271.0,Seoul
FP,122.0,233.0,Seoul
FP,140.0,888.0,Seoul
FP,257.0,192.0,Seoul
FP,192.0,813.0,Seoul
FP,813.0,300.0,Seoul
FP,190.0,314.0,Seoul
FP,247.0,356.0,Seoul
FP,356.0,245.0,Seoul
FP,245.0,333.0,Seoul
FP,214.0,229.0,Seoul
FP,229.0,613.0,Seoul
FP,182.0,217.0,Seoul
FP,217.0,189.0,Seoul
FP,189.0,201.0,Seoul
FP,201.0,224.0,Seoul
TP,183.0,52.0,Seoul
FP,52.0,1027.0,Seoul
FN,813.0,88.0,Seoul
FP,173.0,377.0,Seoul
FP,224.0,1759.0,Seoul
FP,679.0,394.0,Seoul
FP,187.0,122.0,Seoul
FP,122.0,169.0,Seoul
FN,132.0,72.0,Seoul
TP,127.0,91.0,Seoul
TP,91.0,90.0,Seoul
FP,90.0,105.0,Seoul
FP,194.0,190.0,Seoul
FP,488.0,207.0,Seoul
FP,207.0,1274.0,Seoul
FN,2000.0,80.0,Seoul
TP,80.0,53.0,Seoul
FP,53.0,766.0,Seoul
FN,1963.0,55.0,Seoul
TP,55.0,79.0,Seoul
FP,79.0,564.0,Seoul
FP,141.0,1991.0,Seoul
FP,208.0,252.0,Seoul
FP,252.0,1628.0,Seoul
FP,211.0,234.0,Seoul
FP,291.0,440.0,Seoul
FP,189.0,311.0,Seoul
FP,311.0,206.0,Seoul
FP,206.0,1169.0,Seoul
FP,233.0,766.0,Seoul
FP,766.0,811.0,Seoul
FP,811.0,170.0,Seoul
FP,170.0,630.0,Seoul
FP,236.0,960.0,Seoul
TP,404.0,88.0,Seoul
FP,88.0,220.0,Seoul
FP,220.0,131.0,Seoul
FP,131.0,260.0,Seoul
FP,260.0,168.0,Seoul
FP,168.0,324.0,Seoul
FP,194.0,217.0,Seoul
FP,217.0,131.0,Seoul
FP,131.0,223.0,Seoul
FP,223.0,116.0,Seoul
FP,116.0,242.0,Seoul
FP,242.0,412.0,Seoul
FP,412.0,2000.0,Seoul
FP,351.0,347.0,Seoul
FP,347.0,274.0,Seoul
FP,274.0,219.0,Seoul
FP,219.0,206.0,Seoul
FP,206.0,181.0,Seoul
FP,181.0,140.0,Seoul
FP,140.0,211.0,Seoul
FP,211.0,177.0,Seoul
FP,177.0,235.0,Seoul
FP,235.0,220.0,Seoul
TP,220.0,88.0,Seoul
TP,88.0,51.0,Seoul
FP,51.0,117.0,Seoul
FP,117.0,238.0,Seoul
FP,238.0,252.0,Seoul
FP,252.0,193.0,Seoul
FP,193.0,464.0,Seoul
FP,499.0,596.0,Seoul
FP,596.0,519.0,Seoul
FP,130.0,487.0,Seoul
FP,1988.0,2000.0,Seoul
FP,2000.0,1673.0,Seoul
FP,235.0,210.0,Seoul
FP,210.0,262.0,Seoul
FP,262.0,573.0,Seoul
FP,573.0,809.0,Seoul
FN,1862.0,91.0,Seoul
FP,91.0,1274.0,Seoul
FP,200.0,644.0,Seoul
FP,242.0,405.0,Seoul
FP,424.0,626.0,Seoul
FP,274.0,558.0,Seoul
FP,335.0,2000.0,Seoul
FP,250.0,523.0,Seoul
FP,523.0,1171.0,Seoul
TP,254.0,80.0,Seoul
TP,80.0,72.0,Seoul
FP,72.0,1539.0,Seoul
FN,1839.0,72.0,Seoul
FP,72.0,2000.0,Seoul
FP,298.0,279.0,Seoul
FP,184.0,1266.0,Seoul
FP,142.0,316.0,Seoul
FP,240.0,211.0,Seoul
FP,211.0,160.0,Seoul
FP,160.0,129.0,Seoul
FP,129.0,118.0,Seoul
FP,118.0,386.0,Seoul
FP,290.0,380.0,Seoul
FP,380.0,347.0,Seoul
FP,4428.0,4682.0,Seoul
FP,4682.0,4999.0,Seoul
FP,215.0,232.0,Seoul
FP,232.0,217.0,Seoul
FP,217.0,194.0,Seoul
FP,194.0,222.0,Seoul
FP,3703.0,4027.0,Seoul
FP,3480.0,2925.0,Seoul
FP,2925.0,1726.0,Seoul
FP,1726.0,1908.0,Seoul
FP,1908.0,2792.0,Seoul
FP,207.0,297.0,Seoul
FP,297.0,410.0,Seoul
FP,225.0,217.0,Seoul
FP,217.0,174.0,Seoul
FP,174.0,202.0,Seoul
FP,202.0,243.0,Seoul
FP,3169.0,3784.0,Seoul
FP,402.0,563.0,Seoul
FP,563.0,533.0,Seoul
FP,197.0,508.0,Seoul
FP,1679.0,1035.0,Seoul
FP,1035.0,1458.0,Seoul
FP,692.0,736.0,Seoul
FP,736.0,318.0,Seoul
FP,318.0,264.0,Seoul
TP,264.0,92.0,Seoul
FP,126.0,419.0,Seoul
FP,419.0,697.0,Seoul
FP,181.0,374.0,Seoul
FP,374.0,252.0,Seoul
TP,252.0,98.0,Seoul
FP,98.0,229.0,Seoul
FP,229.0,254.0,Seoul
FP,254.0,272.0,Seoul
FP,194.0,156.0,Seoul
FP,272.0,338.0,Seoul
FP,338.0,364.0,Seoul
FP,390.0,384.0,Seoul
FP,384.0,200.0,Seoul
FP,200.0,253.0,Seoul
FP,253.0,218.0,Seoul
FP,424.0,339.0,Seoul
FP,339.0,486.0,Seoul
FP,486.0,405.0,Seoul
FP,405.0,445.0,Seoul
FP,686.0,705.0,Seoul
FP,1786.0,136.0,Seoul
FP,136.0,539.0,Seoul
FP,539.0,701.0,Seoul
FP,701.0,850.0,Seoul
FP,197.0,790.0,Seoul
FP,790.0,338.0,Seoul
FP,338.0,474.0,Seoul
FP,284.0,179.0,Seoul
FP,179.0,362.0,Seoul
FP,362.0,289.0,Seoul
FP,289.0,249.0,Seoul
FP,249.0,459.0,Seoul
FP,459.0,393.0,Seoul
FP,358.0,416.0,Seoul
FP,416.0,403.0,Seoul
FP,320.0,294.0,Seoul
FP,202.0,236.0,Seoul
FP,236.0,333.0,Seoul
FP,282.0,244.0,Seoul
FP,244.0,257.0,Seoul
FP,257.0,260.0,Seoul
FP,260.0,276.0,Seoul
FP,276.0,303.0,Seoul
FP,303.0,346.0,Seoul
FP,341.0,374.0,Seoul
FP,372.0,325.0,Seoul
FP,315.0,326.0,Seoul
FP,326.0,382.0,Seoul
FP,382.0,589.0,Seoul
FP,2658.0,2106.0,Seoul
FP,2106.0,670.0,Seoul
FP,670.0,280.0,Seoul
FP,280.0,393.0,Seoul
FP,393.0,397.0,Seoul
FP,397.0,292.0,Seoul
FP,292.0,409.0,Seoul
FP,409.0,664.0,Seoul
FP,266.0,255.0,Seoul
FP,255.0,289.0,Seoul
FP,289.0,449.0,Seoul
FP,449.0,466.0,Seoul
FP,348.0,248.0,Seoul
TP,248.0,53.0,Seoul
FP,53.0,169.0,Seoul
FP,169.0,141.0,Seoul
FP,141.0,243.0,Seoul
FP,243.0,176.0,Seoul
FP,176.0,138.0,Seoul
FP,138.0,193.0,Seoul
FP,193.0,177.0,Seoul
FP,177.0,313.0,Seoul
FP,313.0,223.0,Seoul
FP,223.0,435.0,Seoul
FP,435.0,434.0,Seoul
FP,107.0,186.0,Seoul
FP,186.0,186.0,Seoul
FP,186.0,163.0,Seoul
FP,1473.0,1478.0,Seoul
FP,1478.0,1422.0,Seoul
FP,1422.0,1519.0,Seoul
FP,934.0,1040.0,Seoul
FP,2055.0,2434.0,Seoul
FP,193.0,396.0,Seoul
FP,396.0,443.0,Seoul
FP,202.0,306.0,Seoul
FP,306.0,111.0,Seoul
FP,111.0,512.0,Seoul
FP,512.0,636.0,Seoul
FP,124.0,914.0,Seoul
FP,914.0,2256.0,Seoul
FP,306.0,292.0,Seoul
FP,292.0,122.0,Seoul
FP,122.0,110.0,Seoul
TP,110.0,33.0,Seoul
TP,33.0,44.0,Seoul
FP,44.0,114.0,Seoul
TP,114.0,24.0,Seoul
TP,24.0,43.0,Seoul
TP,43.0,51.0,Seoul
TP,51.0,27.0,Seoul
TP,27.0,77.0,Seoul
TP,77.0,26.0,Seoul
FP,26.0,181.0,Seoul
FP,181.0,255.0,Seoul
FP,255.0,166.0,Seoul
FP,166.0,465.0,Seoul
FP,465.0,905.0,Seoul
FP,303.0,144.0,Seoul
FP,144.0,209.0,Seoul
FP,209.0,167.0,Seoul
FP,167.0,177.0,Seoul
FP,177.0,157.0,Seoul
FP,235.0,236.0,Seoul
FP,236.0,2921.0,Seoul
FP,984.0,763.0,Seoul
FP,763.0,725.0,Seoul
FP,481.0,1064.0,Seoul
FP,189.0,328.0,Seoul
FP,328.0,613.0,Seoul
FP,479.0,838.0,Seoul
FP,178.0,227.0,Seoul
FP,219.0,175.0,Seoul
FP,175.0,747.0,Seoul
FP,301.0,232.0,Seoul
FP,232.0,201.0,Seoul
FP,201.0,186.0,Seoul
FP,186.0,229.0,Seoul
FP,229.0,285.0,Seoul
FP,285.0,369.0,Seoul
FP,369.0,414.0,Seoul
FP,139.0,219.0,Seoul
FP,219.0,403.0,Seoul
FP,205.0,114.0,Seoul
FP,114.0,182.0,Seoul
FP,182.0,316.0,Seoul
FP,209.0,748.0,Seoul
FP,123.0,390.0,Seoul
FP,283.0,240.0,Seoul
FP,209.0,348.0,Seoul
FP,209.0,1305.0,Seoul
FP,344.0,916.0,Seoul
FP,185.0,363.0,Seoul
FP,799.0,413.0,Seoul
FP,3883.0,3768.0,Seoul
FN,598.0,80.0,Seoul
FP,80.0,1040.0,Seoul
FP,148.0,387.0,Seoul
FP,211.0,150.0,Seoul
FP,150.0,3587.0,Seoul
FP,723.0,2796.0,Seoul
FP,526.0,685.0,Seoul
FP,685.0,518.0,Seoul
FP,219.0,617.0,Seoul
FP,222.0,357.0,Seoul
FP,447.0,182.0,Seoul
FP,182.0,483.0,Seoul
FP,505.0,455.0,Seoul
FP,455.0,230.0,Seoul
FN,1279.0,72.0,Seoul
TP,72.0,93.0,Seoul
FP,93.0,258.0,Seoul
FP,258.0,295.0,Seoul
TP,295.0,95.0,Seoul
FP,95.0,660.0,Seoul
FP,128.0,1528.0,Seoul
TP,1528.0,62.0,Seoul
FP,62.0,1300.0,Seoul
FP,266.0,194.0,Seoul
FP,194.0,632.0,Seoul
FP,157.0,247.0,Seoul
FP,247.0,595.0,Seoul
FN,813.0,94.0,Seoul
FP,94.0,134.0,Seoul
FP,134.0,459.0,Seoul
FP,459.0,701.0,Seoul
FP,2996.0,2962.0,Seoul
FP,2962.0,2421.0,Seoul
FP,2421.0,2265.0,Seoul
FP,386.0,366.0,Seoul
FP,366.0,269.0,Seoul
FP,269.0,452.0,Seoul
FP,452.0,524.0,Seoul
FP,415.0,433.0,Seoul
FP,2939.0,3071.0,Seoul
FP,3071.0,2896.0,Seoul
FP,2896.0,2751.0,Seoul
FP,2751.0,2464.0,Seoul
FP,1186.0,1853.0,Seoul
FP,3229.0,2572.0,Seoul
FP,2572.0,2937.0,Seoul
FP,1888.0,2154.0,Seoul
FP,2154.0,822.0,Seoul
FP,822.0,1630.0,Seoul
FP,1354.0,1242.0,Seoul
FP,859.0,936.0,Seoul
FP,936.0,439.0,Seoul
FP,439.0,453.0,Seoul
FN,409.0,54.0,Seoul
FP,54.0,177.0,Seoul
FP,177.0,281.0,Seoul
FP,281.0,201.0,Seoul
TP,201.0,78.0,Seoul
FP,78.0,315.0,Seoul
FP,315.0,349.0,Seoul
FP,349.0,442.0,Seoul
FP,2925.0,2612.0,Seoul
FP,2150.0,2190.0,Seoul
